t_s,H_m,v_m_s,y_m,theta_rad,omega_rad_s
36.570000,6686.824500,365.700000,59.806172,-0.015595,-0.009858
36.580000,6690.482000,365.800000,59.748957,-0.015693,-0.009852
36.590000,6694.140500,365.900000,59.691366,-0.015792,-0.009846
36.600000,6697.800000,366.000000,59.633400,-0.015890,-0.009839
36.610000,6701.460500,366.100000,59.575057,-0.015988,-0.009833
36.620000,6705.122000,366.200000,59.516338,-0.016087,-0.009826
36.630000,6708.784500,366.300000,59.457243,-0.016185,-0.009820
36.640000,6712.448000,366.400000,59.397773,-0.016283,-0.009813
36.650000,6716.112500,366.500000,59.337927,-0.016381,-0.009807
36.660000,6719.778000,366.600000,59.277705,-0.016479,-0.009800
36.670000,6723.444500,366.700000,59.217107,-0.016577,-0.009793
36.680000,6727.112000,366.800000,59.156134,-0.016675,-0.009786
36.690000,6730.780500,366.900000,59.094785,-0.016773,-0.009780
36.700000,6734.450000,367.000000,59.033060,-0.016871,-0.009773
36.710000,6738.120500,367.100000,58.970960,-0.016968,-0.009766
36.720000,6741.792000,367.200000,58.908485,-0.017066,-0.009759
36.730000,6745.464500,367.300000,58.845634,-0.017163,-0.009752
36.740000,6749.138000,367.400000,58.782408,-0.017261,-0.009745
36.750000,6752.812500,367.500000,58.718807,-0.017358,-0.009737
36.760000,6756.488000,367.600000,58.654831,-0.017456,-0.009730
36.770000,6760.164500,367.700000,58.590479,-0.017553,-0.009723
36.780000,6763.842000,367.800000,58.525753,-0.017650,-0.009716
36.790000,6767.520500,367.900000,58.460651,-0.017747,-0.009708
36.800000,6771.200000,368.000000,58.395175,-0.017844,-0.009701
36.810000,6774.880500,368.100000,58.329324,-0.017941,-0.009694
36.820000,6778.562000,368.200000,58.263098,-0.018038,-0.009686
36.830000,6782.244500,368.300000,58.196498,-0.018135,-0.009679
36.840000,6785.928000,368.400000,58.129523,-0.018232,-0.009671
36.850000,6789.612500,368.500000,58.062173,-0.018328,-0.009663
36.860000,6793.298000,368.600000,57.994450,-0.018425,-0.009656
36.870000,6796.984500,368.700000,57.926351,-0.018522,-0.009648
36.880000,6800.672000,368.800000,57.857879,-0.018618,-0.009640
36.890000,6804.360500,368.900000,57.789033,-0.018714,-0.009632
36.900000,6808.050000,369.000000,57.719813,-0.018811,-0.009625
36.910000,6811.740500,369.100000,57.650218,-0.018907,-0.009617
36.920000,6815.432000,369.200000,57.580250,-0.019003,-0.009609
36.930000,6819.124500,369.300000,57.509909,-0.019099,-0.009601
36.940000,6822.818000,369.400000,57.439193,-0.019195,-0.009593
36.950000,6826.512500,369.500000,57.368105,-0.019291,-0.009585
36.960000,6830.208000,369.600000,57.296643,-0.019387,-0.009576
36.970000,6833.904500,369.700000,57.224807,-0.019482,-0.009568
36.980000,6837.602000,369.800000,57.152599,-0.019578,-0.009560
36.990000,6841.300500,369.900000,57.080017,-0.019674,-0.009552
37.000000,6845.000000,370.000000,57.007063,-0.019769,-0.009543
37.010000,6848.700500,370.100000,56.933735,-0.019864,-0.009535
37.020000,6852.402000,370.200000,56.860035,-0.019960,-0.009526
37.030000,6856.104500,370.300000,56.785963,-0.020055,-0.009518
37.040000,6859.808000,370.400000,56.711518,-0.020150,-0.009509
37.050000,6863.512500,370.500000,56.636701,-0.020245,-0.009501
37.060000,6867.218000,370.600000,56.561511,-0.020340,-0.009492
37.070000,6870.924500,370.700000,56.485950,-0.020435,-0.009483
37.080000,6874.632000,370.800000,56.410016,-0.020530,-0.009475
37.090000,6878.340500,370.900000,56.333711,-0.020625,-0.009466
37.100000,6882.050000,371.000000,56.257034,-0.020719,-0.009457
37.110000,6885.760500,371.100000,56.179986,-0.020814,-0.009448
37.120000,6889.472000,371.200000,56.102567,-0.020908,-0.009439
37.130000,6893.184500,371.300000,56.024776,-0.021002,-0.009430
37.140000,6896.898000,371.400000,55.946614,-0.021097,-0.009421
37.150000,6900.612500,371.500000,55.868081,-0.021191,-0.009412
37.160000,6904.328000,371.600000,55.789177,-0.021285,-0.009403
37.170000,6908.044500,371.700000,55.709903,-0.021379,-0.009394
37.180000,6911.762000,371.800000,55.630259,-0.021473,-0.009384
37.190000,6915.480500,371.900000,55.550244,-0.021567,-0.009375
37.200000,6919.200000,372.000000,55.469859,-0.021660,-0.009366
37.210000,6922.920500,372.100000,55.389104,-0.021754,-0.009356
37.220000,6926.642000,372.200000,55.307979,-0.021847,-0.009347
37.230000,6930.364500,372.300000,55.226484,-0.021941,-0.009337
37.240000,6934.088000,372.400000,55.144620,-0.022034,-0.009328
37.250000,6937.812500,372.500000,55.062387,-0.022127,-0.009318
37.260000,6941.538000,372.600000,54.979784,-0.022221,-0.009309
37.270000,6945.264500,372.700000,54.896813,-0.022314,-0.009299
37.280000,6948.992000,372.800000,54.813473,-0.022407,-0.009289
37.290000,6952.720500,372.900000,54.729764,-0.022499,-0.009280
37.300000,6956.450000,373.000000,54.645686,-0.022592,-0.009270
37.310000,6960.180500,373.100000,54.561241,-0.022685,-0.009260
37.320000,6963.912000,373.200000,54.476427,-0.022777,-0.009250
37.330000,6967.644500,373.300000,54.391246,-0.022870,-0.009240
37.340000,6971.378000,373.400000,54.305696,-0.022962,-0.009230
37.350000,6975.112500,373.500000,54.219779,-0.023054,-0.009220
37.360000,6978.848000,373.600000,54.133495,-0.023147,-0.009210
37.370000,6982.584500,373.700000,54.046844,-0.023239,-0.009200
37.380000,6986.322000,373.800000,53.959826,-0.023331,-0.009190
37.390000,6990.060500,373.900000,53.872441,-0.023422,-0.009179
37.400000,6993.800000,374.000000,53.784689,-0.023514,-0.009169
37.410000,6997.540500,374.100000,53.696572,-0.023606,-0.009159
37.420000,7001.282000,374.200000,53.608088,-0.023697,-0.009148
37.430000,7005.024500,374.300000,53.519238,-0.023789,-0.009138
37.440000,7008.768000,374.400000,53.430022,-0.023880,-0.009127
37.450000,7012.512500,374.500000,53.340441,-0.023971,-0.009117
37.460000,7016.258000,374.600000,53.250495,-0.024062,-0.009106
37.470000,7020.004500,374.700000,53.160183,-0.024153,-0.009096
37.480000,7023.752000,374.800000,53.069507,-0.024244,-0.009085
37.490000,7027.500500,374.900000,52.978466,-0.024335,-0.009074
37.500000,7031.250000,375.000000,52.887060,-0.024426,-0.009064
37.510000,7035.000500,375.100000,52.795291,-0.024516,-0.009053
37.520000,7038.752000,375.200000,52.703157,-0.024607,-0.009042
37.530000,7042.504500,375.300000,52.610660,-0.024697,-0.009031
37.540000,7046.258000,375.400000,52.517799,-0.024787,-0.009020
37.550000,7050.012500,375.500000,52.424575,-0.024878,-0.009009
37.560000,7053.768000,375.600000,52.330987,-0.024968,-0.008998
37.570000,7057.524500,375.700000,52.237037,-0.025058,-0.008987
37.580000,7061.282000,375.800000,52.142725,-0.025147,-0.008976
37.590000,7065.040500,375.900000,52.048049,-0.025237,-0.008965
37.600000,7068.800000,376.000000,51.953012,-0.025327,-0.008953
37.610000,7072.560500,376.100000,51.857613,-0.025416,-0.008942
37.620000,7076.322000,376.200000,51.761853,-0.025505,-0.008931
37.630000,7080.084500,376.300000,51.665731,-0.025595,-0.008919
37.640000,7083.848000,376.400000,51.569248,-0.025684,-0.008908
37.650000,7087.612500,376.500000,51.472404,-0.025773,-0.008897
37.660000,7091.378000,376.600000,51.375199,-0.025862,-0.008885
37.670000,7095.144500,376.700000,51.277634,-0.025951,-0.008873
37.680000,7098.912000,376.800000,51.179709,-0.026039,-0.008862
37.690000,7102.680500,376.900000,51.081424,-0.026128,-0.008850
37.700000,7106.450000,377.000000,50.982780,-0.026216,-0.008839
37.710000,7110.220500,377.100000,50.883776,-0.026305,-0.008827
37.720000,7113.992000,377.200000,50.784413,-0.026393,-0.008815
37.730000,7117.764500,377.300000,50.684692,-0.026481,-0.008803
37.740000,7121.538000,377.400000,50.584612,-0.026569,-0.008791
37.750000,7125.312500,377.500000,50.484173,-0.026657,-0.008779
37.760000,7129.088000,377.600000,50.383377,-0.026744,-0.008767
37.770000,7132.864500,377.700000,50.282223,-0.026832,-0.008755
37.780000,7136.642000,377.800000,50.180712,-0.026920,-0.008743
37.790000,7140.420500,377.900000,50.078843,-0.027007,-0.008731
37.800000,7144.200000,378.000000,49.976618,-0.027094,-0.008719
37.810000,7147.980500,378.100000,49.874036,-0.027181,-0.008707
37.820000,7151.762000,378.200000,49.771098,-0.027268,-0.008695
37.830000,7155.544500,378.300000,49.667804,-0.027355,-0.008682
37.840000,7159.328000,378.400000,49.564154,-0.027442,-0.008670
37.850000,7163.112500,378.500000,49.460149,-0.027529,-0.008658
37.860000,7166.898000,378.600000,49.355789,-0.027615,-0.008645
37.870000,7170.684500,378.700000,49.251073,-0.027702,-0.008633
37.880000,7174.472000,378.800000,49.146004,-0.027788,-0.008620
37.890000,7178.260500,378.900000,49.040580,-0.027874,-0.008608
37.900000,7182.050000,379.000000,48.934802,-0.027960,-0.008595
37.910000,7185.840500,379.100000,48.828671,-0.028046,-0.008583
37.920000,7189.632000,379.200000,48.722186,-0.028132,-0.008570
37.930000,7193.424500,379.300000,48.615349,-0.028217,-0.008557
37.940000,7197.218000,379.400000,48.508159,-0.028303,-0.008544
37.950000,7201.012500,379.500000,48.400616,-0.028388,-0.008532
37.960000,7204.808000,379.600000,48.292722,-0.028473,-0.008519
37.970000,7208.604500,379.700000,48.184475,-0.028559,-0.008506
37.980000,7212.402000,379.800000,48.075878,-0.028644,-0.008493
37.990000,7216.200500,379.900000,47.966929,-0.028728,-0.008480
38.000000,7220.000000,380.000000,47.857630,-0.028813,-0.008467
38.010000,7223.800500,380.100000,47.747980,-0.028898,-0.008454
38.020000,7227.602000,380.200000,47.637980,-0.028982,-0.008441
38.030000,7231.404500,380.300000,47.527630,-0.029067,-0.008427
38.040000,7235.208000,380.400000,47.416931,-0.029151,-0.008414
38.050000,7239.012500,380.500000,47.305883,-0.029235,-0.008401
38.060000,7242.818000,380.600000,47.194486,-0.029319,-0.008388
38.070000,7246.624500,380.700000,47.082740,-0.029403,-0.008374
38.080000,7250.432000,380.800000,46.970647,-0.029486,-0.008361
38.090000,7254.240500,380.900000,46.858206,-0.029570,-0.008347
38.100000,7258.050000,381.000000,46.745417,-0.029653,-0.008334
38.110000,7261.860500,381.100000,46.632281,-0.029736,-0.008320
38.120000,7265.672000,381.200000,46.518799,-0.029820,-0.008307
38.130000,7269.484500,381.300000,46.404971,-0.029903,-0.008293
38.140000,7273.298000,381.400000,46.290796,-0.029985,-0.008280
38.150000,7277.112500,381.500000,46.176276,-0.030068,-0.008266
38.160000,7280.928000,381.600000,46.061410,-0.030151,-0.008252
38.170000,7284.744500,381.700000,45.946200,-0.030233,-0.008238
38.180000,7288.562000,381.800000,45.830645,-0.030316,-0.008225
38.190000,7292.380500,381.900000,45.714746,-0.030398,-0.008211
38.200000,7296.200000,382.000000,45.598503,-0.030480,-0.008197
38.210000,7300.020500,382.100000,45.481917,-0.030562,-0.008183
38.220000,7303.842000,382.200000,45.364987,-0.030643,-0.008169
38.230000,7307.664500,382.300000,45.247715,-0.030725,-0.008155
38.240000,7311.488000,382.400000,45.130101,-0.030806,-0.008141
38.250000,7315.312500,382.500000,45.012144,-0.030888,-0.008127
38.260000,7319.138000,382.600000,44.893846,-0.030969,-0.008112
38.270000,7322.964500,382.700000,44.775207,-0.031050,-0.008098
38.280000,7326.792000,382.800000,44.656227,-0.031131,-0.008084
38.290000,7330.620500,382.900000,44.536906,-0.031212,-0.008070
38.300000,7334.450000,383.000000,44.417246,-0.031292,-0.008055
38.310000,7338.280500,383.100000,44.297246,-0.031373,-0.008041
38.320000,7342.112000,383.200000,44.176906,-0.031453,-0.008026
38.330000,7345.944500,383.300000,44.056228,-0.031533,-0.008012
38.340000,7349.778000,383.400000,43.935211,-0.031613,-0.007997
38.350000,7353.612500,383.500000,43.813857,-0.031693,-0.007983
38.360000,7357.448000,383.600000,43.692164,-0.031773,-0.007968
38.370000,7361.284500,383.700000,43.570134,-0.031853,-0.007954
38.380000,7365.122000,383.800000,43.447768,-0.031932,-0.007939
38.390000,7368.960500,383.900000,43.325065,-0.032011,-0.007924
38.400000,7372.800000,384.000000,43.202025,-0.032091,-0.007909
38.410000,7376.640500,384.100000,43.078651,-0.032170,-0.007895
38.420000,7380.482000,384.200000,42.954940,-0.032249,-0.007880
38.430000,7384.324500,384.300000,42.830896,-0.032327,-0.007865
38.440000,7388.168000,384.400000,42.706516,-0.032406,-0.007850
38.450000,7392.012500,384.500000,42.581803,-0.032484,-0.007835
38.460000,7395.858000,384.600000,42.456756,-0.032563,-0.007820
38.470000,7399.704500,384.700000,42.331376,-0.032641,-0.007805
38.480000,7403.552000,384.800000,42.205663,-0.032719,-0.007790
38.490000,7407.400500,384.900000,42.079618,-0.032796,-0.007775
38.500000,7411.250000,385.000000,41.953241,-0.032874,-0.007760
38.510000,7415.100500,385.100000,41.826533,-0.032952,-0.007744
38.520000,7418.952000,385.200000,41.699493,-0.033029,-0.007729
38.530000,7422.804500,385.300000,41.572123,-0.033106,-0.007714
38.540000,7426.658000,385.400000,41.444423,-0.033183,-0.007698
38.550000,7430.512500,385.500000,41.316393,-0.033260,-0.007683
38.560000,7434.368000,385.600000,41.188034,-0.033337,-0.007668
38.570000,7438.224500,385.700000,41.059346,-0.033414,-0.007652
38.580000,7442.082000,385.800000,40.930330,-0.033490,-0.007637
38.590000,7445.940500,385.900000,40.800985,-0.033566,-0.007621
38.600000,7449.800000,386.000000,40.671314,-0.033642,-0.007606
38.610000,7453.660500,386.100000,40.541315,-0.033718,-0.007590
38.620000,7457.522000,386.200000,40.410989,-0.033794,-0.007574
38.630000,7461.384500,386.300000,40.280338,-0.033870,-0.007559
38.640000,7465.248000,386.400000,40.149360,-0.033945,-0.007543
38.650000,7469.112500,386.500000,40.018058,-0.034021,-0.007527
38.660000,7472.978000,386.600000,39.886431,-0.034096,-0.007511
38.670000,7476.844500,386.700000,39.754479,-0.034171,-0.007495
38.680000,7480.712000,386.800000,39.622204,-0.034246,-0.007479
38.690000,7484.580500,386.900000,39.489605,-0.034321,-0.007463
38.700000,7488.450000,387.000000,39.356683,-0.034395,-0.007447
38.710000,7492.320500,387.100000,39.223439,-0.034470,-0.007431
38.720000,7496.192000,387.200000,39.089873,-0.034544,-0.007415
38.730000,7500.064500,387.300000,38.955986,-0.034618,-0.007399
38.740000,7503.938000,387.400000,38.821777,-0.034692,-0.007383
38.750000,7507.812500,387.500000,38.687248,-0.034765,-0.007367
38.760000,7511.688000,387.600000,38.552399,-0.034839,-0.007351
38.770000,7515.564500,387.700000,38.417230,-0.034912,-0.007334
38.780000,7519.442000,387.800000,38.281742,-0.034986,-0.007318
38.790000,7523.320500,387.900000,38.145936,-0.035059,-0.007302
38.800000,7527.200000,388.000000,38.009811,-0.035132,-0.007285
38.810000,7531.080500,388.100000,37.873369,-0.035205,-0.007269
38.820000,7534.962000,388.200000,37.736610,-0.035277,-0.007253
38.830000,7538.844500,388.300000,37.599534,-0.035350,-0.007236
38.840000,7542.728000,388.400000,37.462142,-0.035422,-0.007220
38.850000,7546.612500,388.500000,37.324434,-0.035494,-0.007203
38.860000,7550.498000,388.600000,37.186411,-0.035566,-0.007186
38.870000,7554.384500,388.700000,37.048073,-0.035638,-0.007170
38.880000,7558.272000,388.800000,36.909422,-0.035709,-0.007153
38.890000,7562.160500,388.900000,36.770456,-0.035781,-0.007136
38.900000,7566.050000,389.000000,36.631178,-0.035852,-0.007120
38.910000,7569.940500,389.100000,36.491587,-0.035923,-0.007103
38.920000,7573.832000,389.200000,36.351684,-0.035994,-0.007086
38.930000,7577.724500,389.300000,36.211469,-0.036065,-0.007069
38.940000,7581.618000,389.400000,36.070943,-0.036136,-0.007052
38.950000,7585.512500,389.500000,35.930107,-0.036206,-0.007035
38.960000,7589.408000,389.600000,35.788960,-0.036276,-0.007018
38.970000,7593.304500,389.700000,35.647505,-0.036346,-0.007001
38.980000,7597.202000,389.800000,35.505740,-0.036416,-0.006984
38.990000,7601.100500,389.900000,35.363666,-0.036486,-0.006967
39.000000,7605.000000,390.000000,35.221285,-0.036556,-0.006950
39.010000,7608.900500,390.100000,35.078596,-0.036625,-0.006933
39.020000,7612.802000,390.200000,34.935601,-0.036694,-0.006915
39.030000,7616.704500,390.300000,34.792299,-0.036763,-0.006898
39.040000,7620.608000,390.400000,34.648691,-0.036832,-0.006881
39.050000,7624.512500,390.500000,34.504778,-0.036901,-0.006864
39.060000,7628.418000,390.600000,34.360560,-0.036969,-0.006846
39.070000,7632.324500,390.700000,34.216038,-0.037038,-0.006829
39.080000,7636.232000,390.800000,34.071212,-0.037106,-0.006811
39.090000,7640.140500,390.900000,33.926084,-0.037174,-0.006794
39.100000,7644.050000,391.000000,33.780652,-0.037242,-0.006776
39.110000,7647.960500,391.100000,33.634919,-0.037310,-0.006759
39.120000,7651.872000,391.200000,33.488885,-0.037377,-0.006741
39.130000,7655.784500,391.300000,33.342549,-0.037444,-0.006724
39.140000,7659.698000,391.400000,33.195913,-0.037512,-0.006706
39.150000,7663.612500,391.500000,33.048977,-0.037579,-0.006688
39.160000,7667.528000,391.600000,32.901742,-0.037645,-0.006671
39.170000,7671.444500,391.700000,32.754209,-0.037712,-0.006653
39.180000,7675.362000,391.800000,32.606377,-0.037778,-0.006635
39.190000,7679.280500,391.900000,32.458247,-0.037845,-0.006617
39.200000,7683.200000,392.000000,32.309821,-0.037911,-0.006599
39.210000,7687.120500,392.100000,32.161098,-0.037977,-0.006581
39.220000,7691.042000,392.200000,32.012080,-0.038042,-0.006563
39.230000,7694.964500,392.300000,31.862766,-0.038108,-0.006545
39.240000,7698.888000,392.400000,31.713158,-0.038173,-0.006527
39.250000,7702.812500,392.500000,31.563255,-0.038238,-0.006509
39.260000,7706.738000,392.600000,31.413059,-0.038303,-0.006491
39.270000,7710.664500,392.700000,31.262570,-0.038368,-0.006473
39.280000,7714.592000,392.800000,31.111788,-0.038433,-0.006455
39.290000,7718.520500,392.900000,30.960715,-0.038497,-0.006437
39.300000,7722.450000,393.000000,30.809351,-0.038562,-0.006419
39.310000,7726.380500,393.100000,30.657696,-0.038626,-0.006400
39.320000,7730.312000,393.200000,30.505751,-0.038690,-0.006382
39.330000,7734.244500,393.300000,30.353516,-0.038753,-0.006364
39.340000,7738.178000,393.400000,30.200993,-0.038817,-0.006345
39.350000,7742.112500,393.500000,30.048181,-0.038880,-0.006327
39.360000,7746.048000,393.600000,29.895082,-0.038943,-0.006308
39.370000,7749.984500,393.700000,29.741696,-0.039006,-0.006290
39.380000,7753.922000,393.800000,29.588023,-0.039069,-0.006272
39.390000,7757.860500,393.900000,29.434064,-0.039132,-0.006253
39.400000,7761.800000,394.000000,29.279820,-0.039194,-0.006234
39.410000,7765.740500,394.100000,29.125292,-0.039257,-0.006216
39.420000,7769.682000,394.200000,28.970480,-0.039319,-0.006197
39.430000,7773.624500,394.300000,28.815384,-0.039381,-0.006179
39.440000,7777.568000,394.400000,28.660005,-0.039442,-0.006160
39.450000,7781.512500,394.500000,28.504344,-0.039504,-0.006141
39.460000,7785.458000,394.600000,28.348402,-0.039565,-0.006122
39.470000,7789.404500,394.700000,28.192178,-0.039626,-0.006103
39.480000,7793.352000,394.800000,28.035674,-0.039687,-0.006085
39.490000,7797.300500,394.900000,27.878891,-0.039748,-0.006066
39.500000,7801.250000,395.000000,27.721829,-0.039808,-0.006047
39.510000,7805.200500,395.100000,27.564488,-0.039869,-0.006028
39.520000,7809.152000,395.200000,27.406869,-0.039929,-0.006009
39.530000,7813.104500,395.300000,27.248973,-0.039989,-0.005990
39.540000,7817.058000,395.400000,27.090800,-0.040049,-0.005971
39.550000,7821.012500,395.500000,26.932352,-0.040108,-0.005952
39.560000,7824.968000,395.600000,26.773628,-0.040168,-0.005933
39.570000,7828.924500,395.700000,26.614629,-0.040227,-0.005914
39.580000,7832.882000,395.800000,26.455357,-0.040286,-0.005894
39.590000,7836.840500,395.900000,26.295811,-0.040345,-0.005875
39.600000,7840.800000,396.000000,26.135992,-0.040404,-0.005856
39.610000,7844.760500,396.100000,25.975901,-0.040462,-0.005837
39.620000,7848.722000,396.200000,25.815539,-0.040520,-0.005817
39.630000,7852.684500,396.300000,25.654906,-0.040578,-0.005798
39.640000,7856.648000,396.400000,25.494003,-0.040636,-0.005779
39.650000,7860.612500,396.500000,25.332830,-0.040694,-0.005759
39.660000,7864.578000,396.600000,25.171389,-0.040751,-0.005740
39.670000,7868.544500,396.700000,25.009679,-0.040809,-0.005720
39.680000,7872.512000,396.800000,24.847702,-0.040866,-0.005701
39.690000,7876.480500,396.900000,24.685458,-0.040923,-0.005681
39.700000,7880.450000,397.000000,24.522947,-0.040980,-0.005662
39.710000,7884.420500,397.100000,24.360171,-0.041036,-0.005642
39.720000,7888.392000,397.200000,24.197130,-0.041092,-0.005623
39.730000,7892.364500,397.300000,24.033825,-0.041148,-0.005603
39.740000,7896.338000,397.400000,23.870257,-0.041204,-0.005583
39.750000,7900.312500,397.500000,23.706425,-0.041260,-0.005564
39.760000,7904.288000,397.600000,23.542331,-0.041316,-0.005544
39.770000,7908.264500,397.700000,23.377976,-0.041371,-0.005524
39.780000,7912.242000,397.800000,23.213360,-0.041426,-0.005504
39.790000,7916.220500,397.900000,23.048484,-0.041481,-0.005485
39.800000,7920.200000,398.000000,22.883348,-0.041536,-0.005465
39.810000,7924.180500,398.100000,22.717953,-0.041590,-0.005445
39.820000,7928.162000,398.200000,22.552300,-0.041645,-0.005425
39.830000,7932.144500,398.300000,22.386390,-0.041699,-0.005405
39.840000,7936.128000,398.400000,22.220223,-0.041753,-0.005385
39.850000,7940.112500,398.500000,22.053800,-0.041807,-0.005365
39.860000,7944.098000,398.600000,21.887121,-0.041860,-0.005345
39.870000,7948.084500,398.700000,21.720188,-0.041914,-0.005325
39.880000,7952.072000,398.800000,21.553001,-0.041967,-0.005305
39.890000,7956.060500,398.900000,21.385560,-0.042020,-0.005285
39.900000,7960.050000,399.000000,21.217867,-0.042072,-0.005264
39.910000,7964.040500,399.100000,21.049922,-0.042125,-0.005244
39.920000,7968.032000,399.200000,20.881725,-0.042177,-0.005224
39.930000,7972.024500,399.300000,20.713278,-0.042229,-0.005204
39.940000,7976.018000,399.400000,20.544582,-0.042281,-0.005184
39.950000,7980.012500,399.500000,20.375636,-0.042333,-0.005163
39.960000,7984.008000,399.600000,20.206442,-0.042385,-0.005143
39.970000,7988.004500,399.700000,20.037000,-0.042436,-0.005123
39.980000,7992.002000,399.800000,19.867311,-0.042487,-0.005102
39.990000,7996.000500,399.900000,19.697376,-0.042538,-0.005082
40.000000,8000.000000,400.000000,19.527195,-0.042589,-0.005061
40.010000,8004.000500,400.100000,19.356769,-0.042639,-0.005041
40.020000,8008.002000,400.200000,19.186099,-0.042689,-0.005020
40.030000,8012.004500,400.300000,19.015186,-0.042740,-0.005000
40.040000,8016.008000,400.400000,18.844030,-0.042789,-0.004979
40.050000,8020.012500,400.500000,18.672633,-0.042839,-0.004959
40.060000,8024.018000,400.600000,18.500994,-0.042889,-0.004938
40.070000,8028.024500,400.700000,18.329114,-0.042938,-0.004917
40.080000,8032.032000,400.800000,18.156995,-0.042987,-0.004897
40.090000,8036.040500,400.900000,17.984636,-0.043036,-0.004876
40.100000,8040.050000,401.000000,17.812040,-0.043085,-0.004855
40.110000,8044.060500,401.100000,17.639205,-0.043133,-0.004835
40.120000,8048.072000,401.200000,17.466134,-0.043181,-0.004814
40.130000,8052.084500,401.300000,17.292827,-0.043229,-0.004793
40.140000,8056.098000,401.400000,17.119284,-0.043277,-0.004772
40.150000,8060.112500,401.500000,16.945507,-0.043325,-0.004751
40.160000,8064.128000,401.600000,16.771496,-0.043372,-0.004730
40.170000,8068.144500,401.700000,16.597251,-0.043419,-0.004709
40.180000,8072.162000,401.800000,16.422775,-0.043466,-0.004688
40.190000,8076.180500,401.900000,16.248066,-0.043513,-0.004668
40.200000,8080.200000,402.000000,16.073127,-0.043560,-0.004647
40.210000,8084.220500,402.100000,15.897958,-0.043606,-0.004625
40.220000,8088.242000,402.200000,15.722559,-0.043652,-0.004604
40.230000,8092.264500,402.300000,15.546931,-0.043698,-0.004583
40.240000,8096.288000,402.400000,15.371076,-0.043744,-0.004562
40.250000,8100.312500,402.500000,15.194993,-0.043789,-0.004541
40.260000,8104.338000,402.600000,15.018684,-0.043835,-0.004520
40.270000,8108.364500,402.700000,14.842150,-0.043880,-0.004499
40.280000,8112.392000,402.800000,14.665390,-0.043925,-0.004478
40.290000,8116.420500,402.900000,14.488407,-0.043969,-0.004456
40.300000,8120.450000,403.000000,14.311200,-0.044014,-0.004435
40.310000,8124.480500,403.100000,14.133771,-0.044058,-0.004414
40.320000,8128.512000,403.200000,13.956120,-0.044102,-0.004393
40.330000,8132.544500,403.300000,13.778247,-0.044146,-0.004371
40.340000,8136.578000,403.400000,13.600155,-0.044189,-0.004350
40.350000,8140.612500,403.500000,13.421843,-0.044233,-0.004328
40.360000,8144.648000,403.600000,13.243312,-0.044276,-0.004307
40.370000,8148.684500,403.700000,13.064564,-0.044319,-0.004286
40.380000,8152.722000,403.800000,12.885598,-0.044362,-0.004264
40.390000,8156.760500,403.900000,12.706416,-0.044404,-0.004243
40.400000,8160.800000,404.000000,12.527018,-0.044447,-0.004221
40.410000,8164.840500,404.100000,12.347406,-0.044489,-0.004200
40.420000,8168.882000,404.200000,12.167579,-0.044531,-0.004178
40.430000,8172.924500,404.300000,11.987540,-0.044572,-0.004157
40.440000,8176.968000,404.400000,11.807288,-0.044614,-0.004135
40.450000,8181.012500,404.500000,11.626824,-0.044655,-0.004113
40.460000,8185.058000,404.600000,11.446149,-0.044696,-0.004092
40.470000,8189.104500,404.700000,11.265264,-0.044737,-0.004070
40.480000,8193.152000,404.800000,11.084171,-0.044777,-0.004048
40.490000,8197.200500,404.900000,10.902868,-0.044818,-0.004027
40.500000,8201.250000,405.000000,10.721358,-0.044858,-0.004005
40.510000,8205.300500,405.100000,10.539641,-0.044898,-0.003983
40.520000,8209.352000,405.200000,10.357718,-0.044938,-0.003961
40.530000,8213.404500,405.300000,10.175590,-0.044977,-0.003939
40.540000,8217.458000,405.400000,9.993257,-0.045016,-0.003918
40.550000,8221.512500,405.500000,9.810720,-0.045055,-0.003896
40.560000,8225.568000,405.600000,9.627981,-0.045094,-0.003874
40.570000,8229.624500,405.700000,9.445040,-0.045133,-0.003852
40.580000,8233.682000,405.800000,9.261897,-0.045171,-0.003830
40.590000,8237.740500,405.900000,9.078554,-0.045209,-0.003808
40.600000,8241.800000,406.000000,8.895012,-0.045247,-0.003786
40.610000,8245.860500,406.100000,8.711270,-0.045285,-0.003764
40.620000,8249.922000,406.200000,8.527331,-0.045323,-0.003742
40.630000,8253.984500,406.300000,8.343194,-0.045360,-0.003720
40.640000,8258.048000,406.400000,8.158861,-0.045397,-0.003698
40.650000,8262.112500,406.500000,7.974333,-0.045434,-0.003676
40.660000,8266.178000,406.600000,7.789610,-0.045471,-0.003654
40.670000,8270.244500,406.700000,7.604693,-0.045507,-0.003632
40.680000,8274.312000,406.800000,7.419583,-0.045543,-0.003609
40.690000,8278.380500,406.900000,7.234281,-0.045579,-0.003587
40.700000,8282.450000,407.000000,7.048787,-0.045615,-0.003565
40.710000,8286.520500,407.100000,6.863103,-0.045651,-0.003543
40.720000,8290.592000,407.200000,6.677230,-0.045686,-0.003521
40.730000,8294.664500,407.300000,6.491167,-0.045721,-0.003498
40.740000,8298.738000,407.400000,6.304916,-0.045756,-0.003476
40.750000,8302.812500,407.500000,6.118478,-0.045791,-0.003454
40.760000,8306.888000,407.600000,5.931854,-0.045825,-0.003432
40.770000,8310.964500,407.700000,5.745044,-0.045859,-0.003409
40.780000,8315.042000,407.800000,5.558050,-0.045893,-0.003387
40.790000,8319.120500,407.900000,5.370871,-0.045927,-0.003364
