t_s,H_m,v_m_s,y_m,theta_rad,omega_rad_s
0.000000,0.000000,0.000000,0.000000,0.034907,0.000000
0.010000,0.000500,0.100000,0.000017,0.034906,-0.000017
0.020000,0.002000,0.200000,0.000070,0.034906,-0.000035
0.030000,0.004500,0.300000,0.000157,0.034906,-0.000052
0.040000,0.008000,0.400000,0.000279,0.034905,-0.000070
0.050000,0.012500,0.500000,0.000436,0.034904,-0.000087
0.060000,0.018000,0.600000,0.000628,0.034903,-0.000105
0.070000,0.024500,0.700000,0.000855,0.034902,-0.000122
0.080000,0.032000,0.800000,0.001117,0.034901,-0.000140
0.090000,0.040500,0.900000,0.001413,0.034900,-0.000157
0.100000,0.050000,1.000000,0.001745,0.034898,-0.000175
0.110000,0.060500,1.100000,0.002111,0.034896,-0.000192
0.120000,0.072000,1.200000,0.002512,0.034894,-0.000209
0.130000,0.084500,1.300000,0.002948,0.034892,-0.000227
0.140000,0.098000,1.400000,0.003419,0.034889,-0.000244
0.150000,0.112500,1.500000,0.003925,0.034887,-0.000262
0.160000,0.128000,1.600000,0.004466,0.034884,-0.000279
0.170000,0.144500,1.700000,0.005041,0.034881,-0.000297
0.180000,0.162000,1.800000,0.005651,0.034878,-0.000314
0.190000,0.180500,1.900000,0.006297,0.034875,-0.000332
0.200000,0.200000,2.000000,0.006976,0.034872,-0.000349
0.210000,0.220500,2.100000,0.007691,0.034868,-0.000367
0.220000,0.242000,2.200000,0.008441,0.034864,-0.000384
0.230000,0.264500,2.300000,0.009225,0.034860,-0.000401
0.240000,0.288000,2.400000,0.010044,0.034856,-0.000419
0.250000,0.312500,2.500000,0.010898,0.034852,-0.000436
0.260000,0.338000,2.600000,0.011786,0.034848,-0.000454
0.270000,0.364500,2.700000,0.012709,0.034843,-0.000471
0.280000,0.392000,2.800000,0.013667,0.034838,-0.000489
0.290000,0.420500,2.900000,0.014660,0.034833,-0.000506
0.300000,0.450000,3.000000,0.015687,0.034828,-0.000524
0.310000,0.480500,3.100000,0.016749,0.034823,-0.000541
0.320000,0.512000,3.200000,0.017846,0.034817,-0.000559
0.330000,0.544500,3.300000,0.018977,0.034812,-0.000576
0.340000,0.578000,3.400000,0.020143,0.034806,-0.000593
0.350000,0.612500,3.500000,0.021343,0.034800,-0.000611
0.360000,0.648000,3.600000,0.022578,0.034793,-0.000628
0.370000,0.684500,3.700000,0.023848,0.034787,-0.000646
0.380000,0.722000,3.800000,0.025152,0.034781,-0.000663
0.390000,0.760500,3.900000,0.026491,0.034774,-0.000681
0.400000,0.800000,4.000000,0.027864,0.034767,-0.000698
0.410000,0.840500,4.100000,0.029271,0.034760,-0.000716
0.420000,0.882000,4.200000,0.030714,0.034753,-0.000733
0.430000,0.924500,4.300000,0.032190,0.034745,-0.000750
0.440000,0.968000,4.400000,0.033701,0.034738,-0.000768
0.450000,1.012500,4.500000,0.035246,0.034730,-0.000785
0.460000,1.058000,4.600000,0.036826,0.034722,-0.000803
0.470000,1.104500,4.700000,0.038440,0.034714,-0.000820
0.480000,1.152000,4.800000,0.040088,0.034706,-0.000838
0.490000,1.200500,4.900000,0.041771,0.034697,-0.000855
0.500000,1.250000,5.000000,0.043488,0.034688,-0.000873
0.510000,1.300500,5.100000,0.045239,0.034680,-0.000890
0.520000,1.352000,5.200000,0.047025,0.034671,-0.000907
0.530000,1.404500,5.300000,0.048844,0.034661,-0.000925
0.540000,1.458000,5.400000,0.050698,0.034652,-0.000942
0.550000,1.512500,5.500000,0.052586,0.034643,-0.000960
0.560000,1.568000,5.600000,0.054508,0.034633,-0.000977
0.570000,1.624500,5.700000,0.056464,0.034623,-0.000995
0.580000,1.682000,5.800000,0.058454,0.034613,-0.001012
0.590000,1.740500,5.900000,0.060478,0.034603,-0.001029
0.600000,1.800000,6.000000,0.062537,0.034592,-0.001047
0.610000,1.860500,6.100000,0.064629,0.034582,-0.001064
0.620000,1.922000,6.200000,0.066755,0.034571,-0.001082
0.630000,1.984500,6.300000,0.068915,0.034560,-0.001099
0.640000,2.048000,6.400000,0.071108,0.034549,-0.001116
0.650000,2.112500,6.500000,0.073336,0.034538,-0.001134
0.660000,2.178000,6.600000,0.075597,0.034527,-0.001151
0.670000,2.244500,6.700000,0.077893,0.034515,-0.001169
0.680000,2.312000,6.800000,0.080221,0.034503,-0.001186
0.690000,2.380500,6.900000,0.082584,0.034491,-0.001203
0.700000,2.450000,7.000000,0.084980,0.034479,-0.001221
0.710000,2.520500,7.100000,0.087410,0.034467,-0.001238
0.720000,2.592000,7.200000,0.089874,0.034454,-0.001256
0.730000,2.664500,7.300000,0.092371,0.034442,-0.001273
0.740000,2.738000,7.400000,0.094901,0.034429,-0.001290
0.750000,2.812500,7.500000,0.097465,0.034416,-0.001308
0.760000,2.888000,7.600000,0.100062,0.034403,-0.001325
0.770000,2.964500,7.700000,0.102693,0.034389,-0.001342
0.780000,3.042000,7.800000,0.105357,0.034376,-0.001360
0.790000,3.120500,7.900000,0.108055,0.034362,-0.001377
0.800000,3.200000,8.000000,0.110785,0.034348,-0.001395
0.810000,3.280500,8.100000,0.113549,0.034334,-0.001412
0.820000,3.362000,8.200000,0.116347,0.034320,-0.001429
0.830000,3.444500,8.300000,0.119177,0.034306,-0.001447
0.840000,3.528000,8.400000,0.122040,0.034291,-0.001464
0.850000,3.612500,8.500000,0.124937,0.034276,-0.001481
0.860000,3.698000,8.600000,0.127866,0.034261,-0.001499
0.870000,3.784500,8.700000,0.130828,0.034246,-0.001516
0.880000,3.872000,8.800000,0.133824,0.034231,-0.001533
0.890000,3.960500,8.900000,0.136852,0.034216,-0.001551
0.900000,4.050000,9.000000,0.139913,0.034200,-0.001568
0.910000,4.140500,9.100000,0.143007,0.034184,-0.001585
0.920000,4.232000,9.200000,0.146133,0.034168,-0.001602
0.930000,4.324500,9.300000,0.149292,0.034152,-0.001620
0.940000,4.418000,9.400000,0.152484,0.034136,-0.001637
0.950000,4.512500,9.500000,0.155709,0.034120,-0.001654
0.960000,4.608000,9.600000,0.158966,0.034103,-0.001672
0.970000,4.704500,9.700000,0.162255,0.034086,-0.001689
0.980000,4.802000,9.800000,0.165577,0.034069,-0.001706
0.990000,4.900500,9.900000,0.168931,0.034052,-0.001723
1.000000,5.000000,10.000000,0.172318,0.034035,-0.001741
1.010000,5.100500,10.100000,0.175737,0.034017,-0.001758
1.020000,5.202000,10.200000,0.179188,0.034000,-0.001775
1.030000,5.304500,10.300000,0.182672,0.033982,-0.001792
1.040000,5.408000,10.400000,0.186187,0.033964,-0.001809
1.050000,5.512500,10.500000,0.189735,0.033946,-0.001827
1.060000,5.618000,10.600000,0.193314,0.033927,-0.001844
1.070000,5.724500,10.700000,0.196926,0.033909,-0.001861
1.080000,5.832000,10.800000,0.200569,0.033890,-0.001878
1.090000,5.940500,10.900000,0.204245,0.033871,-0.001896
1.100000,6.050000,11.000000,0.207952,0.033852,-0.001913
1.110000,6.160500,11.100000,0.211691,0.033833,-0.001930
1.120000,6.272000,11.200000,0.215461,0.033813,-0.001947
1.130000,6.384500,11.300000,0.219263,0.033794,-0.001964
1.140000,6.498000,11.400000,0.223097,0.033774,-0.001981
1.150000,6.612500,11.500000,0.226963,0.033754,-0.001999
1.160000,6.728000,11.600000,0.230859,0.033734,-0.002016
1.170000,6.844500,11.700000,0.234787,0.033714,-0.002033
1.180000,6.962000,11.800000,0.238747,0.033694,-0.002050
1.190000,7.080500,11.900000,0.242738,0.033673,-0.002067
1.200000,7.200000,12.000000,0.246759,0.033652,-0.002084
1.210000,7.320500,12.100000,0.250813,0.033631,-0.002101
1.220000,7.442000,12.200000,0.254897,0.033610,-0.002118
1.230000,7.564500,12.300000,0.259012,0.033589,-0.002135
1.240000,7.688000,12.400000,0.263158,0.033567,-0.002153
1.250000,7.812500,12.500000,0.267335,0.033546,-0.002170
1.260000,7.938000,12.600000,0.271543,0.033524,-0.002187
1.270000,8.064500,12.700000,0.275781,0.033502,-0.002204
1.280000,8.192000,12.800000,0.280051,0.033480,-0.002221
1.290000,8.320500,12.900000,0.284351,0.033458,-0.002238
1.300000,8.450000,13.000000,0.288681,0.033435,-0.002255
1.310000,8.580500,13.100000,0.293042,0.033413,-0.002272
1.320000,8.712000,13.200000,0.297434,0.033390,-0.002289
1.330000,8.844500,13.300000,0.301856,0.033367,-0.002306
1.340000,8.978000,13.400000,0.306308,0.033344,-0.002323
1.350000,9.112500,13.500000,0.310790,0.033320,-0.002340
1.360000,9.248000,13.600000,0.315302,0.033297,-0.002357
1.370000,9.384500,13.700000,0.319845,0.033273,-0.002374
1.380000,9.522000,13.800000,0.324418,0.033249,-0.002391
1.390000,9.660500,13.900000,0.329020,0.033225,-0.002408
1.400000,9.800000,14.000000,0.333653,0.033201,-0.002425
1.410000,9.940500,14.100000,0.338315,0.033177,-0.002442
1.420000,10.082000,14.200000,0.343007,0.033152,-0.002458
1.430000,10.224500,14.300000,0.347728,0.033128,-0.002475
1.440000,10.368000,14.400000,0.352480,0.033103,-0.002492
1.450000,10.512500,14.500000,0.357260,0.033078,-0.002509
1.460000,10.658000,14.600000,0.362070,0.033053,-0.002526
1.470000,10.804500,14.700000,0.366910,0.033027,-0.002543
1.480000,10.952000,14.800000,0.371779,0.033002,-0.002560
1.490000,11.100500,14.900000,0.376677,0.032976,-0.002577
1.500000,11.250000,15.000000,0.381604,0.032950,-0.002594
1.510000,11.400500,15.100000,0.386560,0.032924,-0.002610
1.520000,11.552000,15.200000,0.391545,0.032898,-0.002627
1.530000,11.704500,15.300000,0.396559,0.032872,-0.002644
1.540000,11.858000,15.400000,0.401602,0.032845,-0.002661
1.550000,12.012500,15.500000,0.406674,0.032819,-0.002678
1.560000,12.168000,15.600000,0.411774,0.032792,-0.002694
1.570000,12.324500,15.700000,0.416903,0.032765,-0.002711
1.580000,12.482000,15.800000,0.422060,0.032738,-0.002728
1.590000,12.640500,15.900000,0.427246,0.032710,-0.002745
1.600000,12.800000,16.000000,0.432460,0.032683,-0.002761
1.610000,12.960500,16.100000,0.437703,0.032655,-0.002778
1.620000,13.122000,16.200000,0.442973,0.032627,-0.002795
1.630000,13.284500,16.300000,0.448272,0.032599,-0.002811
1.640000,13.448000,16.400000,0.453598,0.032571,-0.002828
1.650000,13.612500,16.500000,0.458953,0.032542,-0.002845
1.660000,13.778000,16.600000,0.464336,0.032514,-0.002862
1.670000,13.944500,16.700000,0.469746,0.032485,-0.002878
1.680000,14.112000,16.800000,0.475184,0.032456,-0.002895
1.690000,14.280500,16.900000,0.480649,0.032427,-0.002911
1.700000,14.450000,17.000000,0.486142,0.032398,-0.002928
1.710000,14.620500,17.100000,0.491663,0.032369,-0.002945
1.720000,14.792000,17.200000,0.497210,0.032339,-0.002961
1.730000,14.964500,17.300000,0.502785,0.032310,-0.002978
1.740000,15.138000,17.400000,0.508387,0.032280,-0.002994
1.750000,15.312500,17.500000,0.514017,0.032250,-0.003011
1.760000,15.488000,17.600000,0.519673,0.032219,-0.003028
1.770000,15.664500,17.700000,0.525356,0.032189,-0.003044
1.780000,15.842000,17.800000,0.531066,0.032159,-0.003061
1.790000,16.020500,17.900000,0.536802,0.032128,-0.003077
1.800000,16.200000,18.000000,0.542566,0.032097,-0.003094
1.810000,16.380500,18.100000,0.548355,0.032066,-0.003110
1.820000,16.562000,18.200000,0.554172,0.032035,-0.003127
1.830000,16.744500,18.300000,0.560014,0.032004,-0.003143
1.840000,16.928000,18.400000,0.565883,0.031972,-0.003159
1.850000,17.112500,18.500000,0.571778,0.031940,-0.003176
1.860000,17.298000,18.600000,0.577699,0.031908,-0.003192
1.870000,17.484500,18.700000,0.583646,0.031876,-0.003209
1.880000,17.672000,18.800000,0.589618,0.031844,-0.003225
1.890000,17.860500,18.900000,0.595617,0.031812,-0.003241
1.900000,18.050000,19.000000,0.601641,0.031779,-0.003258
1.910000,18.240500,19.100000,0.607691,0.031747,-0.003274
1.920000,18.432000,19.200000,0.613766,0.031714,-0.003290
1.930000,18.624500,19.300000,0.619867,0.031681,-0.003307
1.940000,18.818000,19.400000,0.625993,0.031648,-0.003323
1.950000,19.012500,19.500000,0.632144,0.031615,-0.003339
1.960000,19.208000,19.600000,0.638321,0.031581,-0.003356
1.970000,19.404500,19.700000,0.644522,0.031547,-0.003372
1.980000,19.602000,19.800000,0.650748,0.031514,-0.003388
1.990000,19.800500,19.900000,0.656999,0.031480,-0.003404
2.000000,20.000000,20.000000,0.663275,0.031446,-0.003421
2.010000,20.200500,20.100000,0.669576,0.031411,-0.003437
2.020000,20.402000,20.200000,0.675900,0.031377,-0.003453
2.030000,20.604500,20.300000,0.682250,0.031342,-0.003469
2.040000,20.808000,20.400000,0.688623,0.031307,-0.003485
2.050000,21.012500,20.500000,0.695021,0.031272,-0.003502
2.060000,21.218000,20.600000,0.701443,0.031237,-0.003518
2.070000,21.424500,20.700000,0.707889,0.031202,-0.003534
2.080000,21.632000,20.800000,0.714358,0.031167,-0.003550
2.090000,21.840500,20.900000,0.720852,0.031131,-0.003566
2.100000,22.050000,21.000000,0.727369,0.031095,-0.003582
2.110000,22.260500,21.100000,0.733910,0.031059,-0.003598
2.120000,22.472000,21.200000,0.740474,0.031023,-0.003614
2.130000,22.684500,21.300000,0.747062,0.030987,-0.003630
2.140000,22.898000,21.400000,0.753672,0.030951,-0.003646
2.150000,23.112500,21.500000,0.760306,0.030914,-0.003662
2.160000,23.328000,21.600000,0.766963,0.030878,-0.003678
2.170000,23.544500,21.700000,0.773643,0.030841,-0.003694
2.180000,23.762000,21.800000,0.780346,0.030804,-0.003710
2.190000,23.980500,21.900000,0.787072,0.030767,-0.003726
2.200000,24.200000,22.000000,0.793820,0.030729,-0.003742
2.210000,24.420500,22.100000,0.800590,0.030692,-0.003758
2.220000,24.642000,22.200000,0.807383,0.030654,-0.003774
2.230000,24.864500,22.300000,0.814199,0.030616,-0.003790
2.240000,25.088000,22.400000,0.821036,0.030578,-0.003805
2.250000,25.312500,22.500000,0.827895,0.030540,-0.003821
2.260000,25.538000,22.600000,0.834777,0.030502,-0.003837
2.270000,25.764500,22.700000,0.841680,0.030463,-0.003853
2.280000,25.992000,22.800000,0.848605,0.030425,-0.003869
2.290000,26.220500,22.900000,0.855552,0.030386,-0.003884
2.300000,26.450000,23.000000,0.862520,0.030347,-0.003900
2.310000,26.680500,23.100000,0.869509,0.030308,-0.003916
2.320000,26.912000,23.200000,0.876520,0.030269,-0.003932
2.330000,27.144500,23.300000,0.883552,0.030229,-0.003947
2.340000,27.378000,23.400000,0.890604,0.030190,-0.003963
2.350000,27.612500,23.500000,0.897678,0.030150,-0.003979
2.360000,27.848000,23.600000,0.904773,0.030110,-0.003994
2.370000,28.084500,23.700000,0.911888,0.030070,-0.004010
2.380000,28.322000,23.800000,0.919024,0.030030,-0.004025
2.390000,28.560500,23.900000,0.926180,0.029990,-0.004041
2.400000,28.800000,24.000000,0.933357,0.029949,-0.004057
2.410000,29.040500,24.100000,0.940554,0.029909,-0.004072
2.420000,29.282000,24.200000,0.947771,0.029868,-0.004088
2.430000,29.524500,24.300000,0.955007,0.029827,-0.004103
2.440000,29.768000,24.400000,0.962264,0.029786,-0.004119
2.450000,30.012500,24.500000,0.969541,0.029744,-0.004134
2.460000,30.258000,24.600000,0.976837,0.029703,-0.004150
2.470000,30.504500,24.700000,0.984152,0.029661,-0.004165
2.480000,30.752000,24.800000,0.991487,0.029620,-0.004181
2.490000,31.000500,24.900000,0.998842,0.029578,-0.004196
2.500000,31.250000,25.000000,1.006215,0.029536,-0.004211
2.510000,31.500500,25.100000,1.013607,0.029494,-0.004227
2.520000,31.752000,25.200000,1.021019,0.029451,-0.004242
2.530000,32.004500,25.300000,1.028449,0.029409,-0.004257
2.540000,32.258000,25.400000,1.035897,0.029366,-0.004273
2.550000,32.512500,25.500000,1.043364,0.029323,-0.004288
2.560000,32.768000,25.600000,1.050850,0.029280,-0.004303
2.570000,33.024500,25.700000,1.058354,0.029237,-0.004319
2.580000,33.282000,25.800000,1.065876,0.029194,-0.004334
2.590000,33.540500,25.900000,1.073416,0.029151,-0.004349
2.600000,33.800000,26.000000,1.080973,0.029107,-0.004364
2.610000,34.060500,26.100000,1.088549,0.029063,-0.004379
2.620000,34.322000,26.200000,1.096142,0.029019,-0.004395
2.630000,34.584500,26.300000,1.103753,0.028975,-0.004410
2.640000,34.848000,26.400000,1.111381,0.028931,-0.004425
2.650000,35.112500,26.500000,1.119027,0.028887,-0.004440
2.660000,35.378000,26.600000,1.126689,0.028842,-0.004455
2.670000,35.644500,26.700000,1.134369,0.028798,-0.004470
2.680000,35.912000,26.800000,1.142065,0.028753,-0.004485
2.690000,36.180500,26.900000,1.149778,0.028708,-0.004500
2.700000,36.450000,27.000000,1.157508,0.028663,-0.004515
2.710000,36.720500,27.100000,1.165254,0.028618,-0.004530
2.720000,36.992000,27.200000,1.173016,0.028572,-0.004545
2.730000,37.264500,27.300000,1.180795,0.028527,-0.004560
2.740000,37.538000,27.400000,1.188590,0.028481,-0.004575
2.750000,37.812500,27.500000,1.196401,0.028435,-0.004590
2.760000,38.088000,27.600000,1.204227,0.028389,-0.004605
2.770000,38.364500,27.700000,1.212069,0.028343,-0.004620
2.780000,38.642000,27.800000,1.219927,0.028297,-0.004635
2.790000,38.920500,27.900000,1.227800,0.028251,-0.004649
2.800000,39.200000,28.000000,1.235689,0.028204,-0.004664
2.810000,39.480500,28.100000,1.243593,0.028157,-0.004679
2.820000,39.762000,28.200000,1.251511,0.028110,-0.004694
2.830000,40.044500,28.300000,1.259445,0.028063,-0.004708
2.840000,40.328000,28.400000,1.267393,0.028016,-0.004723
2.850000,40.612500,28.500000,1.275356,0.027969,-0.004738
2.860000,40.898000,28.600000,1.283333,0.027922,-0.004753
2.870000,41.184500,28.700000,1.291325,0.027874,-0.004767
2.880000,41.472000,28.800000,1.299331,0.027826,-0.004782
2.890000,41.760500,28.900000,1.307351,0.027778,-0.004796
2.900000,42.050000,29.000000,1.315384,0.027730,-0.004811
2.910000,42.340500,29.100000,1.323432,0.027682,-0.004826
2.920000,42.632000,29.200000,1.331493,0.027634,-0.004840
2.930000,42.924500,29.300000,1.339568,0.027585,-0.004855
2.940000,43.218000,29.400000,1.347656,0.027537,-0.004869
2.950000,43.512500,29.500000,1.355757,0.027488,-0.004884
2.960000,43.808000,29.600000,1.363872,0.027439,-0.004898
2.970000,44.104500,29.700000,1.371999,0.027390,-0.004912
2.980000,44.402000,29.800000,1.380139,0.027341,-0.004927
2.990000,44.700500,29.900000,1.388292,0.027291,-0.004941
3.000000,45.000000,30.000000,1.396458,0.027242,-0.004956
3.010000,45.300500,30.100000,1.404635,0.027192,-0.004970
3.020000,45.602000,30.200000,1.412825,0.027142,-0.004984
3.030000,45.904500,30.300000,1.421027,0.027093,-0.004999
3.040000,46.208000,30.400000,1.429241,0.027043,-0.005013
3.050000,46.512500,30.500000,1.437467,0.026992,-0.005027
3.060000,46.818000,30.600000,1.445705,0.026942,-0.005041
3.070000,47.124500,30.700000,1.453953,0.026891,-0.005056
3.080000,47.432000,30.800000,1.462214,0.026841,-0.005070
3.090000,47.740500,30.900000,1.470485,0.026790,-0.005084
3.100000,48.050000,31.000000,1.478768,0.026739,-0.005098
3.110000,48.360500,31.100000,1.487062,0.026688,-0.005112
3.120000,48.672000,31.200000,1.495366,0.026637,-0.005126
3.130000,48.984500,31.300000,1.503681,0.026586,-0.005140
3.140000,49.298000,31.400000,1.512007,0.026534,-0.005154
3.150000,49.612500,31.500000,1.520343,0.026483,-0.005168
3.160000,49.928000,31.600000,1.528689,0.026431,-0.005182
3.170000,50.244500,31.700000,1.537045,0.026379,-0.005196
3.180000,50.562000,31.800000,1.545411,0.026327,-0.005210
3.190000,50.880500,31.900000,1.553787,0.026275,-0.005224
3.200000,51.200000,32.000000,1.562172,0.026222,-0.005238
3.210000,51.520500,32.100000,1.570567,0.026170,-0.005252
3.220000,51.842000,32.200000,1.578971,0.026117,-0.005266
3.230000,52.164500,32.300000,1.587385,0.026065,-0.005280
3.240000,52.488000,32.400000,1.595807,0.026012,-0.005293
3.250000,52.812500,32.500000,1.604238,0.025959,-0.005307
3.260000,53.138000,32.600000,1.612678,0.025906,-0.005321
3.270000,53.464500,32.700000,1.621127,0.025852,-0.005335
3.280000,53.792000,32.800000,1.629584,0.025799,-0.005348
3.290000,54.120500,32.900000,1.638049,0.025745,-0.005362
3.300000,54.450000,33.000000,1.646522,0.025692,-0.005376
3.310000,54.780500,33.100000,1.655003,0.025638,-0.005389
3.320000,55.112000,33.200000,1.663493,0.025584,-0.005403
3.330000,55.444500,33.300000,1.671989,0.025530,-0.005417
3.340000,55.778000,33.400000,1.680493,0.025476,-0.005430
3.350000,56.112500,33.500000,1.689005,0.025421,-0.005444
3.360000,56.448000,33.600000,1.697524,0.025367,-0.005457
3.370000,56.784500,33.700000,1.706049,0.025312,-0.005471
3.380000,57.122000,33.800000,1.714582,0.025257,-0.005484
3.390000,57.460500,33.900000,1.723122,0.025202,-0.005498
3.400000,57.800000,34.000000,1.731667,0.025147,-0.005511
3.410000,58.140500,34.100000,1.740220,0.025092,-0.005524
3.420000,58.482000,34.200000,1.748778,0.025037,-0.005538
3.430000,58.824500,34.300000,1.757343,0.024981,-0.005551
3.440000,59.168000,34.400000,1.765914,0.024926,-0.005564
3.450000,59.512500,34.500000,1.774490,0.024870,-0.005578
3.460000,59.858000,34.600000,1.783072,0.024814,-0.005591
3.470000,60.204500,34.700000,1.791660,0.024758,-0.005604
3.480000,60.552000,34.800000,1.800253,0.024702,-0.005617
3.490000,60.900500,34.900000,1.808851,0.024646,-0.005631
3.500000,61.250000,35.000000,1.817454,0.024590,-0.005644
3.510000,61.600500,35.100000,1.826062,0.024533,-0.005657
3.520000,61.952000,35.200000,1.834674,0.024476,-0.005670
3.530000,62.304500,35.300000,1.843291,0.024420,-0.005683
3.540000,62.658000,35.400000,1.851913,0.024363,-0.005696
3.550000,63.012500,35.500000,1.860538,0.024306,-0.005709
3.560000,63.368000,35.600000,1.869168,0.024249,-0.005722
3.570000,63.724500,35.700000,1.877801,0.024191,-0.005735
3.580000,64.082000,35.800000,1.886439,0.024134,-0.005748
3.590000,64.440500,35.900000,1.895080,0.024076,-0.005761
3.600000,64.800000,36.000000,1.903724,0.024019,-0.005774
3.610000,65.160500,36.100000,1.912371,0.023961,-0.005787
3.620000,65.522000,36.200000,1.921022,0.023903,-0.005799
3.630000,65.884500,36.300000,1.929675,0.023845,-0.005812
3.640000,66.248000,36.400000,1.938331,0.023787,-0.005825
3.650000,66.612500,36.500000,1.946990,0.023728,-0.005838
3.660000,66.978000,36.600000,1.955651,0.023670,-0.005850
3.670000,67.344500,36.700000,1.964315,0.023611,-0.005863
3.680000,67.712000,36.800000,1.972980,0.023553,-0.005876
3.690000,68.080500,36.900000,1.981648,0.023494,-0.005889
3.700000,68.450000,37.000000,1.990317,0.023435,-0.005901
3.710000,68.820500,37.100000,1.998988,0.023376,-0.005914
3.720000,69.192000,37.200000,2.007660,0.023317,-0.005926
3.730000,69.564500,37.300000,2.016334,0.023257,-0.005939
3.740000,69.938000,37.400000,2.025009,0.023198,-0.005951
3.750000,70.312500,37.500000,2.033684,0.023138,-0.005964
3.760000,70.688000,37.600000,2.042361,0.023079,-0.005976
3.770000,71.064500,37.700000,2.051038,0.023019,-0.005989
3.780000,71.442000,37.800000,2.059715,0.022959,-0.006001
3.790000,71.820500,37.900000,2.068393,0.022899,-0.006013
3.800000,72.200000,38.000000,2.077071,0.022838,-0.006026
3.810000,72.580500,38.100000,2.085749,0.022778,-0.006038
3.820000,72.962000,38.200000,2.094426,0.022718,-0.006050
3.830000,73.344500,38.300000,2.103104,0.022657,-0.006063
3.840000,73.728000,38.400000,2.111780,0.022596,-0.006075
3.850000,74.112500,38.500000,2.120456,0.022536,-0.006087
3.860000,74.498000,38.600000,2.129131,0.022475,-0.006099
3.870000,74.884500,38.700000,2.137805,0.022414,-0.006111
3.880000,75.272000,38.800000,2.146478,0.022353,-0.006123
3.890000,75.660500,38.900000,2.155149,0.022291,-0.006136
3.900000,76.050000,39.000000,2.163819,0.022230,-0.006148
3.910000,76.440500,39.100000,2.172487,0.022168,-0.006160
3.920000,76.832000,39.200000,2.181153,0.022107,-0.006172
3.930000,77.224500,39.300000,2.189817,0.022045,-0.006184
3.940000,77.618000,39.400000,2.198479,0.021983,-0.006195
3.950000,78.012500,39.500000,2.207138,0.021921,-0.006207
3.960000,78.408000,39.600000,2.215795,0.021859,-0.006219
3.970000,78.804500,39.700000,2.224449,0.021797,-0.006231
3.980000,79.202000,39.800000,2.233100,0.021734,-0.006243
3.990000,79.600500,39.900000,2.241748,0.021672,-0.006255
4.000000,80.000000,40.000000,2.250392,0.021609,-0.006266
4.010000,80.400500,40.100000,2.259034,0.021546,-0.006278
4.020000,80.802000,40.200000,2.267671,0.021484,-0.006290
4.030000,81.204500,40.300000,2.276305,0.021421,-0.006302
4.040000,81.608000,40.400000,2.284935,0.021357,-0.006313
4.050000,82.012500,40.500000,2.293561,0.021294,-0.006325
4.060000,82.418000,40.600000,2.302182,0.021231,-0.006336
4.070000,82.824500,40.700000,2.310799,0.021168,-0.006348
4.080000,83.232000,40.800000,2.319411,0.021104,-0.006360
4.090000,83.640500,40.900000,2.328018,0.021040,-0.006371
4.100000,84.050000,41.000000,2.336621,0.020977,-0.006382
4.110000,84.460500,41.100000,2.345218,0.020913,-0.006394
4.120000,84.872000,41.200000,2.353810,0.020849,-0.006405
4.130000,85.284500,41.300000,2.362396,0.020785,-0.006417
4.140000,85.698000,41.400000,2.370976,0.020720,-0.006428
4.150000,86.112500,41.500000,2.379551,0.020656,-0.006439
4.160000,86.528000,41.600000,2.388120,0.020592,-0.006451
4.170000,86.944500,41.700000,2.396682,0.020527,-0.006462
4.180000,87.362000,41.800000,2.405238,0.020462,-0.006473
4.190000,87.780500,41.900000,2.413787,0.020398,-0.006484
4.200000,88.200000,42.000000,2.422330,0.020333,-0.006495
4.210000,88.620500,42.100000,2.430865,0.020268,-0.006507
4.220000,89.042000,42.200000,2.439394,0.020203,-0.006518
4.230000,89.464500,42.300000,2.447915,0.020137,-0.006529
4.240000,89.888000,42.400000,2.456429,0.020072,-0.006540
4.250000,90.312500,42.500000,2.464935,0.020007,-0.006551
4.260000,90.738000,42.600000,2.473433,0.019941,-0.006562
4.270000,91.164500,42.700000,2.481924,0.019875,-0.006573
4.280000,91.592000,42.800000,2.490406,0.019810,-0.006584
4.290000,92.020500,42.900000,2.498879,0.019744,-0.006595
4.300000,92.450000,43.000000,2.507344,0.019678,-0.006605
4.310000,92.880500,43.100000,2.515801,0.019612,-0.006616
4.320000,93.312000,43.200000,2.524248,0.019545,-0.006627
4.330000,93.744500,43.300000,2.532687,0.019479,-0.006638
4.340000,94.178000,43.400000,2.541116,0.019413,-0.006648
4.350000,94.612500,43.500000,2.549536,0.019346,-0.006659
4.360000,95.048000,43.600000,2.557946,0.019279,-0.006670
4.370000,95.484500,43.700000,2.566346,0.019213,-0.006680
4.380000,95.922000,43.800000,2.574737,0.019146,-0.006691
4.390000,96.360500,43.900000,2.583117,0.019079,-0.006702
4.400000,96.800000,44.000000,2.591487,0.019012,-0.006712
4.410000,97.240500,44.100000,2.599846,0.018945,-0.006723
4.420000,97.682000,44.200000,2.608195,0.018877,-0.006733
4.430000,98.124500,44.300000,2.616533,0.018810,-0.006744
4.440000,98.568000,44.400000,2.624859,0.018742,-0.006754
4.450000,99.012500,44.500000,2.633175,0.018675,-0.006764
4.460000,99.458000,44.600000,2.641479,0.018607,-0.006775
4.470000,99.904500,44.700000,2.649771,0.018539,-0.006785
4.480000,100.352000,44.800000,2.658052,0.018471,-0.006795
4.490000,100.800500,44.900000,2.666321,0.018403,-0.006806
